subject,labels(n),r,r-type,object
"{""skos__prefLabel"":La Reine,""n4sch__label"":LaReine,""skos__altLabel"":La Reine Pizza,""n4sch__name"":LaReine,""rdfs__label"":LaReine,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#LaReine}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1105}"
"{""n4sch__name"":HamTopping,""skos__prefLabel"":Ham,""rdfs__label"":HamTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#HamTopping,""n4sch__label"":HamTopping}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1226}"
"{""skos__prefLabel"":Siciliana,""n4sch__label"":Siciliana,""skos__altLabel"":Siciliana Pizza,""n4sch__name"":Siciliana,""rdfs__label"":Siciliana,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Siciliana}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1226}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1226}"
"{""uri"":bnode://node1f07tfve2x1348}",[Resource],{},owl__members,"{""uri"":bnode://node1f07tfve2x1347}"
"{""n4sch__name"":HamTopping,""skos__prefLabel"":Ham,""rdfs__label"":HamTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#HamTopping,""n4sch__label"":HamTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1109}"
"{""uri"":bnode://node1f07tfve2x1108}","[Resource,owl__Class]",{},owl__unionOf,"{""uri"":bnode://node1f07tfve2x1109}"
"{""uri"":bnode://node1f07tfve2x1110}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1109}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1081}"
"{""skos__prefLabel"":Giardiniera,""n4sch__label"":Giardiniera,""skos__altLabel"":Giardiniera Pizza,""n4sch__name"":Giardiniera,""rdfs__label"":Giardiniera,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1081}"
"{""n4sch__name"":TomatoTopping,""skos__prefLabel"":Tomato,""rdfs__label"":TomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,""n4sch__label"":TomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1081}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1080}"
"{""n4sch__name"":SlicedTomatoTopping,""skos__prefLabel"":Sliced Tomato,""rdfs__label"":SlicedTomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SlicedTomatoTopping,""n4sch__label"":SlicedTomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1080}"
"{""skos__prefLabel"":Giardiniera,""n4sch__label"":Giardiniera,""skos__altLabel"":Giardiniera Pizza,""n4sch__name"":Giardiniera,""rdfs__label"":Giardiniera,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1080}"
"{""n4sch__name"":MozzarellaTopping,""skos__prefLabel"":Mozzarella,""rdfs__label"":MozzarellaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#MozzarellaTopping,""n4sch__label"":MozzarellaTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1085}"
"{""uri"":bnode://node1f07tfve2x1084}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1085}"
"{""uri"":bnode://node1f07tfve2x1086}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1085}"
"{""n4sch__name"":LeekTopping,""skos__prefLabel"":Leek,""rdfs__label"":LeekTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#LeekTopping,""n4sch__label"":LeekTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1084}"
"{""uri"":bnode://node1f07tfve2x1085}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1084}"
"{""uri"":bnode://node1f07tfve2x1083}","[Resource,owl__Class]",{},owl__unionOf,"{""uri"":bnode://node1f07tfve2x1084}"
"{""uri"":bnode://node1f07tfve2x1082}","[Resource,owl__Restriction]",{},owl__allValuesFrom,"{""uri"":bnode://node1f07tfve2x1083}"
"{""uri"":bnode://node1f07tfve2x1084}",[Resource],{},owl__unionOf,"{""uri"":bnode://node1f07tfve2x1083}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1082}"
"{""skos__prefLabel"":Giardiniera,""n4sch__label"":Giardiniera,""skos__altLabel"":Giardiniera Pizza,""n4sch__name"":Giardiniera,""rdfs__label"":Giardiniera,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Giardiniera}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1082}"
"{""uri"":bnode://node1f07tfve2x1083}","[Resource,owl__Class]",{},owl__allValuesFrom,"{""uri"":bnode://node1f07tfve2x1082}"
"{""uri"":bnode://node1f07tfve2x1088}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1089}"
"{""uri"":bnode://node1f07tfve2x1090}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1089}"
"{""n4sch__name"":PetitPoisTopping,""skos__prefLabel"":Petit Pois,""rdfs__label"":PetitPoisTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PetitPoisTopping,""n4sch__label"":PetitPoisTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1089}"
"{""uri"":bnode://node1f07tfve2x1089}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1088}"
"{""n4sch__name"":PeperonataTopping,""skos__prefLabel"":Peperonata,""rdfs__label"":PeperonataTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PeperonataTopping,""n4sch__label"":PeperonataTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1088}"
"{""uri"":bnode://node1f07tfve2x1087}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1088}"
"{""uri"":bnode://node1f07tfve2x1086}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1087}"
"{""n4sch__name"":OliveTopping,""skos__prefLabel"":Olive,""rdfs__label"":OliveTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#OliveTopping,""n4sch__label"":OliveTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1087}"
"{""uri"":bnode://node1f07tfve2x1088}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1087}"
"{""uri"":bnode://node1f07tfve2x1087}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1086}"
"{""uri"":bnode://node1f07tfve2x1085}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1086}"
"{""n4sch__name"":MushroomTopping,""skos__prefLabel"":Mushroom,""rdfs__label"":MushroomTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#MushroomTopping,""n4sch__label"":MushroomTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1086}"
"{""n4sch__name"":hasSpiciness,""n4sch__comment"":A property created to be used with the ValuePartition - Spiciness.,""rdfs__comment"":A property created to be used with the ValuePartition - Spiciness.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasSpiciness}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1092}"
"{""n4sch__name"":GoatsCheeseTopping,""skos__prefLabel"":Goats Cheese,""rdfs__label"":GoatsCheeseTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#GoatsCheeseTopping,""n4sch__label"":GoatsCheeseTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1092}"
"{""n4sch__name"":Mild,""skos__prefLabel"":Mild,""rdfs__label"":NaoPicante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Mild,""n4sch__label"":NaoPicante}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1092}"
"{""uri"":bnode://node1f07tfve2x1090}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1091}"
"{""uri"":http://www.w3.org/1999/02/22-rdf-syntax-ns#nil}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1091}"
"{""n4sch__name"":TomatoTopping,""skos__prefLabel"":Tomato,""rdfs__label"":TomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,""n4sch__label"":TomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1091}"
"{""uri"":bnode://node1f07tfve2x1089}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1090}"
"{""uri"":bnode://node1f07tfve2x1091}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1090}"
"{""n4sch__name"":SlicedTomatoTopping,""skos__prefLabel"":Sliced Tomato,""rdfs__label"":SlicedTomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#SlicedTomatoTopping,""n4sch__label"":SlicedTomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1090}"
"{""skos__prefLabel"":Ice Cream,""n4sch__comment"":A class to demonstrate mistakes made with setting a property domain. The property hasTopping has a domain of Pizza. This means that the reasoner can infer that all individuals using the hasTopping property must be of type Pizza. Because of the restriction on this class, all members of IceCream must use the hasTopping property, and therefore must also be members of Pizza. However, Pizza and IceCream are disjoint, so this causes an inconsistency. If they were not disjoint, IceCream would be inferred to be a subclass of Pizza.,""rdfs__comment"":A class to demonstrate mistakes made with setting a property domain. The property hasTopping has a domain of Pizza. This means that the reasoner can infer that all individuals using the hasTopping property must be of type Pizza. Because of the restriction on this class, all members of IceCream must use the hasTopping property, and therefore must also be members of Pizza. However, Pizza and IceCream are disjoint, so this causes an inconsistency. If they were not disjoint, IceCream would be inferred to be a subclass of Pizza.,""n4sch__label"":Sorvete,""n4sch__name"":IceCream,""rdfs__label"":Sorvete,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#IceCream}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1096}"
"{""n4sch__name"":FruitTopping,""skos__prefLabel"":Fruit,""rdfs__label"":FruitTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#FruitTopping,""n4sch__label"":FruitTopping}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1096}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1096}"
"{""n4sch__name"":hasSpiciness,""n4sch__comment"":A property created to be used with the ValuePartition - Spiciness.,""rdfs__comment"":A property created to be used with the ValuePartition - Spiciness.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasSpiciness}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1095}"
"{""n4sch__name"":HotSpicedBeefTopping,""skos__prefLabel"":Hot Spiced Beef,""rdfs__label"":HotSpicedBeefTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#HotSpicedBeefTopping,""n4sch__label"":HotSpicedBeefTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1095}"
"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1095}"
"{""n4sch__name"":hasSpiciness,""n4sch__comment"":A property created to be used with the ValuePartition - Spiciness.,""rdfs__comment"":A property created to be used with the ValuePartition - Spiciness.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasSpiciness}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1094}"
"{""n4sch__name"":Hot,""skos__prefLabel"":Hot,""rdfs__label"":Picante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Hot,""n4sch__label"":Picante}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1094}"
"{""n4sch__name"":HotGreenPepperTopping,""skos__prefLabel"":Hot Green Pepper,""rdfs__label"":HotGreenPepperTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#HotGreenPepperTopping,""n4sch__label"":HotGreenPepperTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1094}"
"{""n4sch__name"":GorgonzolaTopping,""skos__prefLabel"":Gorgonzola,""rdfs__label"":GorgonzolaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#GorgonzolaTopping,""n4sch__label"":GorgonzolaTopping}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1093}"
"{""n4sch__name"":hasSpiciness,""n4sch__comment"":A property created to be used with the ValuePartition - Spiciness.,""rdfs__comment"":A property created to be used with the ValuePartition - Spiciness.,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasSpiciness}","[Resource,owl__FunctionalProperty,owl__ObjectProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1093}"
"{""n4sch__name"":Mild,""skos__prefLabel"":Mild,""rdfs__label"":NaoPicante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Mild,""n4sch__label"":NaoPicante}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1093}"
"{""uri"":bnode://node1f07tfve2x1100}",[Resource],{},rdf__first,"{""owl__minCardinality"":3,""uri"":bnode://node1f07tfve2x1099}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""owl__minCardinality"":3,""uri"":bnode://node1f07tfve2x1099}"
"{""n4sch__name"":Pizza,""skos__prefLabel"":Pizza,""rdfs__label"":Pizza,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,""n4sch__label"":Pizza}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1098}"
"{""uri"":bnode://node1f07tfve2x1097}","[Resource,owl__Class]",{},owl__intersectionOf,"{""uri"":bnode://node1f07tfve2x1098}"
"{""uri"":bnode://node1f07tfve2x1100}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1098}"
"{""skos__prefLabel"":Interesting Pizza,""n4sch__label"":PizzaInteressante,""n4sch__name"":InterestingPizza,""skos__definition"":Any pizza that has at least 3 toppings. Note that this is a cardinality constraint on the hasTopping property and NOT a qualified cardinality constraint (QCR). A QCR would specify from which class the members in this relationship must be. eg has at least 3 toppings from PizzaTopping. This is currently not supported in OWL.,""rdfs__label"":PizzaInteressante,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#InterestingPizza}","[Resource,owl__Class,n4sch__Class]",{},owl__equivalentClass,"{""uri"":bnode://node1f07tfve2x1097}"
"{""uri"":bnode://node1f07tfve2x1098}",[Resource],{},owl__intersectionOf,"{""uri"":bnode://node1f07tfve2x1097}"
"{""n4sch__name"":Pizza,""skos__prefLabel"":Pizza,""rdfs__label"":Pizza,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Pizza,""n4sch__label"":Pizza}","[Resource,owl__Class,n4sch__Class]",{},rdfs__seeAlso,"{""uri"":https://en.wikipedia.org/wiki/Pizza}"
"{""uri"":bnode://node1f07tfve2x1031}",[Resource],{},rdf__first,"{""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Germany}"
"{""uri"":bnode://node1f07tfve2x1427}",[Resource],{},rdf__first,"{""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Germany}"
"{""n4sch__name"":GarlicTopping,""skos__prefLabel"":Garlic,""rdfs__label"":GarlicTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#GarlicTopping,""n4sch__label"":GarlicTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1041}"
"{""uri"":bnode://node1f07tfve2x1040}","[Resource,owl__Class]",{},owl__unionOf,"{""uri"":bnode://node1f07tfve2x1041}"
"{""uri"":bnode://node1f07tfve2x1042}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1041}"
"{""n4sch__name"":hasTopping,""n4sch__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""rdfs__comment"":Note that hasTopping is inverse functional because isToppingOf is functional,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#hasTopping}","[Resource,owl__ObjectProperty,owl__InverseFunctionalProperty,n4sch__Relationship]",{},owl__onProperty,"{""uri"":bnode://node1f07tfve2x1162}"
"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1162}"
"{""uri"":bnode://node1f07tfve2x1163}","[Resource,owl__Class]",{},owl__allValuesFrom,"{""uri"":bnode://node1f07tfve2x1162}"
"{""uri"":bnode://node1f07tfve2x1282}","[Resource,owl__Class]",{},owl__intersectionOf,"{""uri"":bnode://node1f07tfve2x1283}"
"{""uri"":bnode://node1f07tfve2x1285}",[Resource],{},rdf__rest,"{""uri"":bnode://node1f07tfve2x1283}"
"{""n4sch__name"":PizzaTopping,""skos__prefLabel"":Pizza Topping,""rdfs__label"":PizzaTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#PizzaTopping,""n4sch__label"":PizzaTopping}","[Resource,owl__Class,n4sch__Class]",{},rdf__first,"{""uri"":bnode://node1f07tfve2x1283}"
"{""uri"":bnode://node1f07tfve2x1041}",[Resource],{},owl__unionOf,"{""uri"":bnode://node1f07tfve2x1040}"
"{""uri"":bnode://node1f07tfve2x1039}","[Resource,owl__Restriction]",{},owl__allValuesFrom,"{""uri"":bnode://node1f07tfve2x1040}"
"{""skos__prefLabel"":Parmense,""n4sch__label"":Parmense,""skos__altLabel"":Parmese Pizza,""n4sch__name"":Parmense,""rdfs__label"":Parmense,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#Parmense}","[Resource,owl__Class,n4sch__Class]",{},rdfs__subClassOf,"{""uri"":bnode://node1f07tfve2x1161}"
"{""n4sch__name"":TomatoTopping,""skos__prefLabel"":Tomato,""rdfs__label"":TomatoTopping,""uri"":http://www.co-ode.org/ontologies/pizza/pizza.owl#TomatoTopping,""n4sch__label"":TomatoTopping}","[Resource,owl__Class,n4sch__Class]",{},owl__someValuesFrom,"{""uri"":bnode://node1f07tfve2x1161}"
